CALLER ID,AGENT,DATE,TIME,TOPIC,ANSWERED,RESOLVED,SPEED OF ANSWER IN SECOND,AVG. TALK DURATION,SATISFACTION RATE
C00927,John Smith,3/20/2025,20:26:33,Cancellation Request,N,N,180,0,1.1
C00928,Emily Davis,4/6/2025,8:12:48,Account Access,N,N,219,0,2.1
C00929,Sarah Johnson,3/8/2025,11:32:59,Refund Request,N,N,193,0,2.9
C00930,Sophia Taylor,1/26/2025,6:13:49,Billing Issue,N,N,231,0,2.6
C00931,John Smith,6/30/2025,9:57:30,Payment Failure,N,N,126,0,1.7
C00932,Daniel Moore,5/16/2025,22:12:23,Product Inquiry,Y,N,60,20.42,2.6
C00933,David Wilson,2/26/2025,6:55:15,Technical Support,N,N,206,0,1.4
C00934,James Anderson,4/11/2025,23:53:24,Service Complaint,N,N,234,0,2.1
C00935,Sophia Taylor,4/11/2025,6:19:52,Product Inquiry,N,N,222,0,1.8
C00936,Jessica Miller,6/4/2025,4:56:16,Subscription Renewal,N,N,261,0,1.5
C00937,Sophia Taylor,1/17/2025,5:32:03,Subscription Renewal,N,N,194,0,1.4
C00938,Michael Brown,3/14/2025,22:32:09,Order Tracking,Y,Y,91,5.67,4.2
C00939,Sarah Johnson,6/22/2025,1:33:50,Billing Issue,N,N,128,0,2.9
C00940,Sophia Taylor,3/15/2025,5:49:26,Order Tracking,N,N,157,0,2.6
C00941,James Anderson,1/4/2025,8:44:22,Order Tracking,Y,Y,11,11.34,3.9
C00942,Olivia Thomas,3/30/2025,11:25:51,Technical Support,Y,Y,90,12.57,3.8
C00943,Olivia Thomas,2/17/2025,20:21:22,Subscription Renewal,Y,Y,28,8.75,3.1
C00944,Daniel Moore,5/29/2025,2:08:19,Refund Request,Y,Y,29,17.74,4.5
C00945,Jessica Miller,5/2/2025,17:56:49,Account Access,Y,Y,68,8.67,3.9
C00946,Emily Davis,2/26/2025,21:27:38,Refund Request,Y,N,16,21.83,3.6
C00947,Jessica Miller,6/30/2025,21:32:25,Order Tracking,Y,N,24,13.24,4.3
C00948,Sarah Johnson,4/30/2025,13:57:19,Subscription Renewal,Y,N,30,20.79,3.5
C00949,Sophia Taylor,3/29/2025,6:27:31,Cancellation Request,Y,N,62,20.01,4.3
C00950,Jessica Miller,6/28/2025,22:09:37,Product Inquiry,Y,N,26,7.27,2.5
C00951,David Wilson,1/23/2025,12:05:41,Billing Issue,N,N,291,0,1.9
C00952,Daniel Moore,4/22/2025,1:29:56,Refund Request,N,N,174,0,1.5
C00953,John Smith,1/20/2025,20:02:43,Payment Failure,N,N,181,0,2.9
C00954,John Smith,5/6/2025,2:38:48,Product Inquiry,N,N,171,0,2
C00955,Daniel Moore,4/28/2025,21:36:43,Order Tracking,Y,Y,115,22.87,4.1
C00956,Sarah Johnson,3/8/2025,22:45:19,Billing Issue,N,N,195,0,2.2
C00957,Emily Davis,2/16/2025,21:41:07,Order Tracking,Y,N,11,8.32,3.9
C00958,Olivia Thomas,4/14/2025,10:32:52,Product Inquiry,Y,N,13,21.88,2.7
C00959,Daniel Moore,5/20/2025,13:19:16,Technical Support,N,N,241,0,1.1
C00960,David Wilson,3/11/2025,21:20:14,Billing Issue,N,N,244,0,1.1
C00961,Olivia Thomas,4/6/2025,0:37:13,Refund Request,N,N,173,0,1
C00962,Sarah Johnson,4/3/2025,3:43:21,Payment Failure,N,N,159,0,2
C00963,Olivia Thomas,4/23/2025,11:33:08,Product Inquiry,Y,N,57,18.15,2.7
C00964,David Wilson,3/8/2025,18:44:03,Subscription Renewal,Y,N,6,6,4.6
C00965,Michael Brown,6/6/2025,16:42:23,Product Inquiry,N,N,274,0,1.1
C00966,Jessica Miller,3/6/2025,5:58:57,Refund Request,Y,Y,86,3.89,4.7
C00967,Sarah Johnson,1/29/2025,12:38:37,Service Complaint,Y,N,99,22.87,3.9
C00968,Olivia Thomas,3/20/2025,3:51:12,Subscription Renewal,Y,Y,43,18.12,2.8
C00969,Sarah Johnson,5/27/2025,17:04:52,Order Tracking,Y,N,23,15.71,3.3
C00970,David Wilson,6/26/2025,19:33:36,Payment Failure,N,N,252,0,1.1
C00971,Olivia Thomas,5/24/2025,16:45:44,Cancellation Request,N,N,145,0,1.9
C00972,Emily Davis,3/1/2025,12:08:35,Account Access,Y,Y,78,5.35,4.3
C00973,Sarah Johnson,5/29/2025,20:04:08,Billing Issue,Y,N,36,23.32,2.7
C00974,James Anderson,1/6/2025,6:01:13,Cancellation Request,N,N,178,0,1.7
C00975,David Wilson,3/2/2025,22:41:21,Service Complaint,N,N,225,0,1.3
C00976,Olivia Thomas,5/16/2025,12:38:28,Order Tracking,Y,N,10,4.88,3.9
C00977,Sarah Johnson,5/4/2025,12:49:27,Refund Request,Y,Y,44,18.2,3.7
C00978,Olivia Thomas,3/16/2025,0:09:24,Payment Failure,Y,N,38,21.97,4.6
C00979,James Anderson,3/9/2025,22:54:34,Account Access,Y,N,57,2.38,3.8
C00980,Jessica Miller,1/21/2025,13:21:15,Billing Issue,N,N,193,0,1.3
C00981,Olivia Thomas,5/21/2025,10:44:32,Subscription Renewal,N,N,132,0,2
C00982,Emily Davis,3/24/2025,13:17:03,Refund Request,N,N,167,0,1.5
C00983,James Anderson,2/22/2025,1:47:36,Technical Support,N,N,268,0,2.2
C00984,Sophia Taylor,2/26/2025,18:41:29,Refund Request,N,N,211,0,2.9
C00985,Olivia Thomas,1/4/2025,16:27:48,Technical Support,Y,Y,69,23.18,4.1
C00986,Olivia Thomas,3/1/2025,23:03:16,Subscription Renewal,Y,N,16,7.72,4.2
C00987,Olivia Thomas,1/5/2025,16:28:30,Order Tracking,N,N,224,0,1.9
C00988,John Smith,6/7/2025,19:57:49,Cancellation Request,Y,N,118,4.01,4.3
C00989,Olivia Thomas,3/31/2025,19:02:36,Refund Request,N,N,281,0,2.9
C00990,Michael Brown,6/8/2025,14:29:58,Refund Request,Y,Y,37,19.27,4.7
C00991,James Anderson,4/19/2025,0:49:32,Subscription Renewal,N,N,153,0,2.5
C00992,Daniel Moore,6/8/2025,10:39:42,Product Inquiry,Y,N,5,9.43,2.7
C00993,Olivia Thomas,3/15/2025,23:59:21,Product Inquiry,Y,Y,23,13.55,2.6
C00994,John Smith,4/9/2025,16:29:15,Billing Issue,N,N,138,0,2.7
C00995,John Smith,3/13/2025,19:08:04,Billing Issue,N,N,242,0,2.9
C00996,Jessica Miller,4/20/2025,1:43:39,Subscription Renewal,N,N,125,0,1.3
C00997,David Wilson,4/28/2025,18:27:37,Cancellation Request,Y,Y,7,21.19,4.2
C00998,James Anderson,5/20/2025,0:27:00,Technical Support,Y,N,105,7.55,3.8
C00999,Emily Davis,3/30/2025,11:21:58,Cancellation Request,N,N,227,0,2.1
C01000,Emily Davis,3/17/2025,8:20:53,Service Complaint,N,N,132,0,1.2
